iter	Passed	Remaining
398	107125	35977
399	107306	35679
400	107572	35410
401	107765	35117
402	107949	34822
403	108144	34531
404	108320	34234
405	108509	33942
406	108703	33652
407	108897	33363
408	109085	33072
409	109252	32775
410	109442	32486
411	109616	32193
412	109806	31905
413	109991	31615
414	110187	31330
415	110347	31035
416	110531	30747
417	110696	30454
418	110929	30181
419	111279	29939
420	111502	29663
421	111740	29391
422	111951	29112
423	112280	28864
424	112596	28612
425	112829	28339
426	113040	28061
427	113274	27789
428	113472	27508
429	113699	27235
430	114029	26986
431	114377	26741
432	114723	26495
433	114991	26230
434	115225	25958
435	115427	25679
436	115641	25403
437	115887	25135
438	116125	24865
439	116330	24588
440	116554	24315
441	116731	24032
442	116959	23761
443	117241	23501
444	117538	23243
445	117705	22960
446	117947	22692
447	118204	22427
448	118427	22155
449	118708	21895
450	118985	21633
451	119260	21371
452	119560	21114
453	119754	20838
454	119958	20564
455	120156	20289
456	120487	20037
457	120741	19772
458	120967	19502
459	121172	19229
460	121369	18955
461	121565	18682
462	121777	18411
463	121973	18138
464	122163	17864
465	122368	17593
466	122568	17322
467	122743	17047
468	122937	16776
469	123121	16503
470	123329	16234
471	123498	15960
472	123725	15694
473	123884	15420
474	124084	15151
475	124276	14881
476	124469	14612
477	124686	14346
478	124861	14076
479	125056	13808
480	125232	13538
481	125432	13271
482	125632	13005
483	125875	12743
484	126119	12481
485	126361	12220
486	126581	11956
487	126825	11695
488	127082	11434
489	127375	11177
490	127621	10916
491	127800	10650
492	127994	10384
493	128179	10119
494	128365	9854
495	128562	9590
496	128746	9325
497	128925	9061
498	129090	8795
499	129268	8531
500	129486	8270
501	129669	8007
502	129859	7745
503	130295	7497
504	130507	7236
505	130718	6975
506	131015	6718
507	131240	6458
508	131527	6201
509	131714	5940
510	131932	5680
511	132233	5423
512	132425	5162
513	132696	4905
514	133000	4648
515	133317	4392
516	133711	4138
517	133974	3879
518	134269	3621
519	134526	3363
520	134797	3104
521	135061	2846
522	135425	2589
523	135773	2331
524	135989	2072
525	136285	1813
526	136567	1554
527	136780	1295
528	137025	1036
529	137276	777
530	137535	518
531	137744	258
532	138008	0
